2025-07-02 23:35:39,913 - INFO - app.core.config - .env file loaded successfully.
2025-07-02 23:49:38,021 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89553000, Current=0.89391, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.620000000000000000000000, PnL USD=-1.191439288078252555710818563, Commission=0.10000000, Final PnL=-1.291439288078252555710818563
2025-07-02 23:49:38,021 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDJPY: Type=BUY, Entry=94.20500000, Current=94.605, Quantity=0.01000000, Contract Size=100000.00000000, PnL=400.000000000000000000000000, PnL USD=2.779708130646282140375260598, Commission=0.10000000, Final PnL=2.679708130646282140375260598
2025-07-02 23:49:40,340 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89557000, Current=0.89393, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.640000000000000000000000, PnL USD=-1.206183898915905446949972787, Commission=0E-8, Final PnL=-1.206183898915905446949972787
2025-07-02 23:49:40,341 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89553000, Current=0.89393, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.600000000000000000000000, PnL USD=-1.176764779430151655560949061, Commission=0.10000000, Final PnL=-1.276764779430151655560949061
2025-07-02 23:49:40,342 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDJPY: Type=BUY, Entry=94.20500000, Current=94.575, Quantity=0.01000000, Contract Size=100000.00000000, PnL=370.000000000000000000000000, PnL USD=2.572105859535213519544528714, Commission=0.10000000, Final PnL=2.472105859535213519544528714
2025-07-02 23:49:42,672 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89557000, Current=0.89392, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.650000000000000000000000, PnL USD=-1.213529753543139144057013834, Commission=0E-8, Final PnL=-1.213529753543139144057013834
2025-07-02 23:49:42,673 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89553000, Current=0.89392, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.610000000000000000000000, PnL USD=-1.184110850426941831473813499, Commission=0.10000000, Final PnL=-1.284110850426941831473813499
2025-07-02 23:49:42,673 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDJPY: Type=BUY, Entry=94.20500000, Current=94.57, Quantity=0.01000000, Contract Size=100000.00000000, PnL=365.000000000000000000000000, PnL USD=2.537347672244197120631764812, Commission=0.10000000, Final PnL=2.437347672244197120631764812
2025-07-02 23:49:44,903 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89557000, Current=0.89392, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.650000000000000000000000, PnL USD=-1.213502978598220195631389277, Commission=0E-8, Final PnL=-1.213502978598220195631389277
2025-07-02 23:49:44,904 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89553000, Current=0.89392, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.610000000000000000000000, PnL USD=-1.184084724571596675737294992, Commission=0.10000000, Final PnL=-1.284084724571596675737294992
2025-07-02 23:49:44,905 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDJPY: Type=BUY, Entry=94.20500000, Current=94.571, Quantity=0.01000000, Contract Size=100000.00000000, PnL=366.000000000000000000000000, PnL USD=2.544034031668358055412675684, Commission=0.10000000, Final PnL=2.444034031668358055412675684
2025-07-02 23:49:47,146 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDCAD
2025-07-02 23:49:47,146 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDCAD
2025-07-02 23:49:47,147 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDJPY: Type=BUY, Entry=94.20500000, Current=94.572, Quantity=0.01000000, Contract Size=100000.00000000, PnL=367.000000000000000000000000, PnL USD=2.551197742155240730184770670, Commission=0.10000000, Final PnL=2.451197742155240730184770670
2025-07-02 23:49:49,515 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89557000, Current=0.89392, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.650000000000000000000000, PnL USD=-1.213511903448580191072965161, Commission=0E-8, Final PnL=-1.213511903448580191072965161
2025-07-02 23:49:49,515 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89553000, Current=0.89392, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.610000000000000000000000, PnL USD=-1.184093433061947944016650854, Commission=0.10000000, Final PnL=-1.284093433061947944016650854
2025-07-02 23:49:49,516 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDJPY: Type=BUY, Entry=94.20500000, Current=94.571, Quantity=0.01000000, Contract Size=100000.00000000, PnL=366.000000000000000000000000, PnL USD=2.544263936101436883485224500, Commission=0.10000000, Final PnL=2.444263936101436883485224500
2025-07-02 23:49:51,736 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89557000, Current=0.89392, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.650000000000000000000000, PnL USD=-1.213511903448580191072965161, Commission=0E-8, Final PnL=-1.213511903448580191072965161
2025-07-02 23:49:51,736 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89553000, Current=0.89392, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.610000000000000000000000, PnL USD=-1.184093433061947944016650854, Commission=0.10000000, Final PnL=-1.284093433061947944016650854
2025-07-02 23:49:51,737 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDJPY: Type=BUY, Entry=94.20500000, Current=94.575, Quantity=0.01000000, Contract Size=100000.00000000, PnL=370.000000000000000000000000, PnL USD=2.571962824710306619676210734, Commission=0.10000000, Final PnL=2.471962824710306619676210734
2025-07-02 23:49:54,115 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89557000, Current=0.89392, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.650000000000000000000000, PnL USD=-1.213511903448580191072965161, Commission=0E-8, Final PnL=-1.213511903448580191072965161
2025-07-02 23:49:54,116 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89553000, Current=0.89392, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.610000000000000000000000, PnL USD=-1.184093433061947944016650854, Commission=0.10000000, Final PnL=-1.284093433061947944016650854
2025-07-02 23:49:54,116 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDJPY
2025-07-02 23:49:56,326 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89557000, Current=0.89392, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.650000000000000000000000, PnL USD=-1.213511903448580191072965161, Commission=0E-8, Final PnL=-1.213511903448580191072965161
2025-07-02 23:49:56,328 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89553000, Current=0.89392, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.610000000000000000000000, PnL USD=-1.184093433061947944016650854, Commission=0.10000000, Final PnL=-1.284093433061947944016650854
2025-07-02 23:49:56,329 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDJPY
2025-07-02 23:49:58,779 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDCAD
2025-07-02 23:49:58,779 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDCAD
2025-07-02 23:49:58,779 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDJPY
2025-07-02 23:50:00,944 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89557000, Current=0.89393, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.640000000000000000000000, PnL USD=-1.206148415091564315657865706, Commission=0E-8, Final PnL=-1.206148415091564315657865706
2025-07-02 23:50:00,945 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89553000, Current=0.89393, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.600000000000000000000000, PnL USD=-1.176730161064940795763771420, Commission=0.10000000, Final PnL=-1.276730161064940795763771420
2025-07-02 23:50:00,947 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDJPY: Type=BUY, Entry=94.20500000, Current=94.574, Quantity=0.01000000, Contract Size=100000.00000000, PnL=369.000000000000000000000000, PnL USD=2.565029403995606778906977714, Commission=0.10000000, Final PnL=2.465029403995606778906977714
2025-07-02 23:50:01,739 - ERROR - app.services.portfolio_calculator - Error converting current_prices to Decimal for AUDCAD: {"b": "0.8940800000", "o": "0.8940300000"} ([<class 'decimal.ConversionSyntax'>])
2025-07-02 23:50:01,739 - ERROR - app.services.portfolio_calculator - Error converting current_prices to Decimal for AUDCAD: {"b": "0.8940800000", "o": "0.8940300000"} ([<class 'decimal.ConversionSyntax'>])
2025-07-02 23:50:01,739 - ERROR - app.services.portfolio_calculator - Error converting current_prices to Decimal for AUDJPY: {"b": "94.5940000000", "o": "94.5890000000"} ([<class 'decimal.ConversionSyntax'>])
2025-07-02 23:50:01,739 - ERROR - app.services.portfolio_calculator - Error converting current_prices to Decimal for AUDCHF: {"b": "0.5200800000", "o": "0.5200300000"} ([<class 'decimal.ConversionSyntax'>])
2025-07-02 23:50:03,457 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89557000, Current=0.89391, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.660000000000000000000000, PnL USD=-1.220857542104876075604912848, Commission=0E-8, Final PnL=-1.220857542104876075604912848
2025-07-02 23:50:03,459 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89553000, Current=0.89391, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.620000000000000000000000, PnL USD=-1.191439288078252555710818563, Commission=0.10000000, Final PnL=-1.291439288078252555710818563
2025-07-02 23:50:03,464 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDJPY: Type=BUY, Entry=94.20500000, Current=94.573, Quantity=0.01000000, Contract Size=100000.00000000, PnL=368.000000000000000000000000, PnL USD=2.558078104797786706335414089, Commission=0.10000000, Final PnL=2.458078104797786706335414089
2025-07-02 23:50:03,466 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCHF: Type=BUY, Entry=0.52020000, Current=0.51992, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-0.280000000000000000000000, PnL USD=-0.3540136295247367023630409771, Commission=0.10000000, Final PnL=-0.4540136295247367023630409771
2025-07-02 23:50:05,744 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89557000, Current=0.89393, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.640000000000000000000000, PnL USD=-1.206148415091564315657865706, Commission=0E-8, Final PnL=-1.206148415091564315657865706
2025-07-02 23:50:05,746 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89553000, Current=0.89393, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.600000000000000000000000, PnL USD=-1.176730161064940795763771420, Commission=0.10000000, Final PnL=-1.276730161064940795763771420
2025-07-02 23:50:05,748 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDJPY: Type=BUY, Entry=94.20500000, Current=94.579, Quantity=0.01000000, Contract Size=100000.00000000, PnL=374.000000000000000000000000, PnL USD=2.599749756707910468511052412, Commission=0.10000000, Final PnL=2.499749756707910468511052412
2025-07-02 23:50:05,749 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCHF: Type=BUY, Entry=0.52020000, Current=0.51993, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-0.270000000000000000000000, PnL USD=-0.3413659696057855210256150909, Commission=0.10000000, Final PnL=-0.4413659696057855210256150909
2025-07-02 23:50:07,152 - ERROR - app.services.portfolio_calculator - Error converting current_prices to Decimal for AUDCAD: {"b": "0.8940800000", "o": "0.8940300000"} ([<class 'decimal.ConversionSyntax'>])
2025-07-02 23:50:07,152 - ERROR - app.services.portfolio_calculator - Error converting current_prices to Decimal for AUDCAD: {"b": "0.8940800000", "o": "0.8940300000"} ([<class 'decimal.ConversionSyntax'>])
2025-07-02 23:50:07,152 - ERROR - app.services.portfolio_calculator - Error converting current_prices to Decimal for AUDJPY: {"b": "94.5980000000", "o": "94.5940000000"} ([<class 'decimal.ConversionSyntax'>])
2025-07-02 23:50:07,153 - ERROR - app.services.portfolio_calculator - Error converting current_prices to Decimal for AUDCHF: {"b": "0.5200900000", "o": "0.5200300000"} ([<class 'decimal.ConversionSyntax'>])
2025-07-02 23:50:07,153 - ERROR - app.services.portfolio_calculator - Error converting current_prices to Decimal for AUDCHF: {"b": "0.5200900000", "o": "0.5200300000"} ([<class 'decimal.ConversionSyntax'>])
2025-07-02 23:50:07,920 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDCAD
2025-07-02 23:50:07,920 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDCAD
2025-07-02 23:50:07,923 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDJPY: Type=BUY, Entry=94.20500000, Current=94.57, Quantity=0.01000000, Contract Size=100000.00000000, PnL=365.000000000000000000000000, PnL USD=2.537312395292416564131439734, Commission=0.10000000, Final PnL=2.437312395292416564131439734
2025-07-02 23:50:07,925 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCHF: Type=BUY, Entry=0.52020000, Current=0.51992, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-0.280000000000000000000000, PnL USD=-0.3540225815832395594947592014, Commission=0.10000000, Final PnL=-0.4540225815832395594947592014
2025-07-02 23:50:07,927 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCHF: Type=SELL, Entry=0.51993000, Current=0.52018, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-0.250000000000000000000000, PnL USD=-0.3160915906993210352631778584, Commission=0.10000000, Final PnL=-0.4160915906993210352631778584
2025-07-02 23:50:10,400 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89557000, Current=0.89392, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.650000000000000000000000, PnL USD=-1.213511903448580191072965161, Commission=0E-8, Final PnL=-1.213511903448580191072965161
2025-07-02 23:50:10,402 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89553000, Current=0.89392, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.610000000000000000000000, PnL USD=-1.184093433061947944016650854, Commission=0.10000000, Final PnL=-1.284093433061947944016650854
2025-07-02 23:50:10,403 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDJPY
2025-07-02 23:50:10,407 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCHF: Type=BUY, Entry=0.52020000, Current=0.51992, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-0.280000000000000000000000, PnL USD=-0.3540360105199271697349787578, Commission=0.10000000, Final PnL=-0.4540360105199271697349787578
2025-07-02 23:50:10,411 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCHF: Type=SELL, Entry=0.51993000, Current=0.52019, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-0.260000000000000000000000, PnL USD=-0.3287477240542180861824802751, Commission=0.10000000, Final PnL=-0.4287477240542180861824802751
2025-07-02 23:50:12,530 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDCAD
2025-07-02 23:50:12,530 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDCAD
2025-07-02 23:50:12,532 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDJPY: Type=BUY, Entry=94.20500000, Current=94.571, Quantity=0.01000000, Contract Size=100000.00000000, PnL=366.000000000000000000000000, PnL USD=2.544316996871741397288842544, Commission=0.10000000, Final PnL=2.444316996871741397288842544
2025-07-02 23:50:12,532 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDCHF
2025-07-02 23:50:12,532 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDCHF
2025-07-02 23:50:14,769 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89557000, Current=0.89391, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.660000000000000000000000, PnL USD=-1.220875500117674746999293952, Commission=0E-8, Final PnL=-1.220875500117674746999293952
2025-07-02 23:50:14,772 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89553000, Current=0.89391, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.620000000000000000000000, PnL USD=-1.191456813367851259119792892, Commission=0.10000000, Final PnL=-1.291456813367851259119792892
2025-07-02 23:50:14,774 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDJPY: Type=BUY, Entry=94.20500000, Current=94.572, Quantity=0.01000000, Contract Size=100000.00000000, PnL=367.000000000000000000000000, PnL USD=2.551197742155240730184770670, Commission=0.10000000, Final PnL=2.451197742155240730184770670
2025-07-02 23:50:14,776 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCHF: Type=BUY, Entry=0.52020000, Current=0.51994, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-0.260000000000000000000000, PnL USD=-0.3287269417015412236228237644, Commission=0.10000000, Final PnL=-0.4287269417015412236228237644
2025-07-02 23:50:14,778 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCHF: Type=SELL, Entry=0.51993000, Current=0.52019, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-0.260000000000000000000000, PnL USD=-0.3287269417015412236228237644, Commission=0.10000000, Final PnL=-0.4287269417015412236228237644
2025-07-02 23:50:17,523 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89557000, Current=0.89394, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.630000000000000000000000, PnL USD=-1.198802668255264067544808008, Commission=0E-8, Final PnL=-1.198802668255264067544808008
2025-07-02 23:50:17,526 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89553000, Current=0.89394, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.590000000000000000000000, PnL USD=-1.169384197868631820488493701, Commission=0.10000000, Final PnL=-1.269384197868631820488493701
2025-07-02 23:50:17,543 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDJPY: Type=BUY, Entry=94.20500000, Current=94.572, Quantity=0.01000000, Contract Size=100000.00000000, PnL=367.000000000000000000000000, PnL USD=2.551126805599966633763850464, Commission=0.10000000, Final PnL=2.451126805599966633763850464
2025-07-02 23:50:17,545 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCHF: Type=BUY, Entry=0.52020000, Current=0.51994, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-0.260000000000000000000000, PnL USD=-0.3287269417015412236228237644, Commission=0.10000000, Final PnL=-0.4287269417015412236228237644
2025-07-02 23:50:17,548 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCHF: Type=SELL, Entry=0.51993000, Current=0.5202, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-0.270000000000000000000000, PnL USD=-0.3413702856131389629929323708, Commission=0.10000000, Final PnL=-0.4413702856131389629929323708
2025-07-02 23:50:19,357 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDCAD
2025-07-02 23:50:19,357 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDCAD
2025-07-02 23:50:19,359 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDJPY: Type=BUY, Entry=94.20500000, Current=94.574, Quantity=0.01000000, Contract Size=100000.00000000, PnL=369.000000000000000000000000, PnL USD=2.565118558528497841546578799, Commission=0.10000000, Final PnL=2.465118558528497841546578799
2025-07-02 23:50:19,361 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCHF: Type=BUY, Entry=0.52020000, Current=0.51993, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-0.270000000000000000000000, PnL USD=-0.3413702856131389629929323708, Commission=0.10000000, Final PnL=-0.4413702856131389629929323708
2025-07-02 23:50:19,362 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCHF: Type=SELL, Entry=0.51993000, Current=0.5202, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-0.270000000000000000000000, PnL USD=-0.3413702856131389629929323708, Commission=0.10000000, Final PnL=-0.4413702856131389629929323708
2025-07-02 23:50:21,663 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDCAD
2025-07-02 23:50:21,663 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDCAD
2025-07-02 23:50:21,665 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDJPY: Type=BUY, Entry=94.20500000, Current=94.574, Quantity=0.01000000, Contract Size=100000.00000000, PnL=369.000000000000000000000000, PnL USD=2.565118558528497841546578799, Commission=0.10000000, Final PnL=2.465118558528497841546578799
2025-07-02 23:50:21,666 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCHF: Type=BUY, Entry=0.52020000, Current=0.51994, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-0.260000000000000000000000, PnL USD=-0.3287269417015412236228237644, Commission=0.10000000, Final PnL=-0.4287269417015412236228237644
2025-07-02 23:50:21,666 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCHF: Type=SELL, Entry=0.51993000, Current=0.5202, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-0.270000000000000000000000, PnL USD=-0.3413702856131389629929323708, Commission=0.10000000, Final PnL=-0.4413702856131389629929323708
2025-07-02 23:50:23,969 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDCAD
2025-07-02 23:50:23,969 - WARNING - app.services.portfolio_calculator - No adjusted prices found for symbol AUDCAD
2025-07-02 23:50:23,971 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDJPY: Type=BUY, Entry=94.20500000, Current=94.574, Quantity=0.01000000, Contract Size=100000.00000000, PnL=369.000000000000000000000000, PnL USD=2.565118558528497841546578799, Commission=0.10000000, Final PnL=2.465118558528497841546578799
2025-07-02 23:50:23,972 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCHF: Type=BUY, Entry=0.52020000, Current=0.51995, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-0.250000000000000000000000, PnL USD=-0.3160796014868384453940880471, Commission=0.10000000, Final PnL=-0.4160796014868384453940880471
2025-07-02 23:50:23,972 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCHF: Type=SELL, Entry=0.51993000, Current=0.52021, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-0.280000000000000000000000, PnL USD=-0.3540091536652590588413786128, Commission=0.10000000, Final PnL=-0.4540091536652590588413786128
2025-07-02 23:50:26,144 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89557000, Current=0.89392, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.650000000000000000000000, PnL USD=-1.213511903448580191072965161, Commission=0E-8, Final PnL=-1.213511903448580191072965161
2025-07-02 23:50:26,144 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89553000, Current=0.89392, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.610000000000000000000000, PnL USD=-1.184093433061947944016650854, Commission=0.10000000, Final PnL=-1.284093433061947944016650854
2025-07-02 23:50:26,145 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDJPY: Type=BUY, Entry=94.20500000, Current=94.573, Quantity=0.01000000, Contract Size=100000.00000000, PnL=368.000000000000000000000000, PnL USD=2.558167017719477522192794033, Commission=0.10000000, Final PnL=2.458167017719477522192794033
2025-07-02 23:50:26,146 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCHF: Type=BUY, Entry=0.52020000, Current=0.51994, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-0.260000000000000000000000, PnL USD=-0.3287186294961754851760541121, Commission=0.10000000, Final PnL=-0.4287186294961754851760541121
2025-07-02 23:50:26,146 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCHF: Type=SELL, Entry=0.51993000, Current=0.52021, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-0.280000000000000000000000, PnL USD=-0.3540046779189582148049813515, Commission=0.10000000, Final PnL=-0.4540046779189582148049813515
2025-07-02 23:50:28,476 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89557000, Current=0.89393, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.640000000000000000000000, PnL USD=-1.206175027764089815911213750, Commission=0E-8, Final PnL=-1.206175027764089815911213750
2025-07-02 23:50:28,478 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89553000, Current=0.89393, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.600000000000000000000000, PnL USD=-1.176756124647892503328013415, Commission=0.10000000, Final PnL=-1.276756124647892503328013415
2025-07-02 23:50:28,495 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDJPY: Type=BUY, Entry=94.20500000, Current=94.571, Quantity=0.01000000, Contract Size=100000.00000000, PnL=366.000000000000000000000000, PnL USD=2.544263936101436883485224500, Commission=0.10000000, Final PnL=2.444263936101436883485224500
2025-07-02 23:50:28,511 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCHF: Type=BUY, Entry=0.52020000, Current=0.51994, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-0.260000000000000000000000, PnL USD=-0.3287186294961754851760541121, Commission=0.10000000, Final PnL=-0.4287186294961754851760541121
2025-07-02 23:50:28,512 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCHF: Type=SELL, Entry=0.51993000, Current=0.5202, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-0.270000000000000000000000, PnL USD=-0.3413616537075668499905177318, Commission=0.10000000, Final PnL=-0.4413616537075668499905177318
2025-07-02 23:50:30,659 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89557000, Current=0.8939, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.670000000000000000000000, PnL USD=-1.228212105611531955578436420, Commission=0E-8, Final PnL=-1.228212105611531955578436420
2025-07-02 23:50:30,660 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCAD: Type=BUY, Entry=0.89553000, Current=0.8939, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-1.630000000000000000000000, PnL USD=-1.198793851584908435684342134, Commission=0.10000000, Final PnL=-1.298793851584908435684342134
2025-07-02 23:50:30,660 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDJPY: Type=BUY, Entry=94.20500000, Current=94.571, Quantity=0.01000000, Contract Size=100000.00000000, PnL=366.000000000000000000000000, PnL USD=2.544263936101436883485224500, Commission=0.10000000, Final PnL=2.444263936101436883485224500
2025-07-02 23:50:30,661 - DEBUG - app.services.portfolio_calculator - Position calculation for AUDCHF: Type=BUY, Entry=0.52020000, Current=0.51992, Quantity=0.01000000, Contract Size=100000.00000000, PnL=-0.280000000000000000000000, PnL USD=-0.3540002022858298776170729240, Commission=0.10000000, Final PnL=-0.4540002022858298776170729240
